0,-4.0
0,-3.99199199199
0,-3.98398398398
0,-3.97597597598
0,-3.96796796797
0,-3.95995995996
0,-3.95195195195
0,-3.94394394394
0,-3.93593593594
0,-3.92792792793
0,-3.91991991992
0,-3.91191191191
0,-3.9039039039
0,-3.8958958959
0,-3.88788788789
0,-3.87987987988
0,-3.87187187187
0,-3.86386386386
0,-3.85585585586
0,-3.84784784785
0,-3.83983983984
0,-3.83183183183
0,-3.82382382382
0,-3.81581581582
0,-3.80780780781
0,-3.7997997998
0,-3.79179179179
0,-3.78378378378
0,-3.77577577578
0,-3.76776776777
0,-3.75975975976
0,-3.75175175175
1,-3.74374374374
0,-3.73573573574
0,-3.72772772773
0,-3.71971971972
0,-3.71171171171
0,-3.7037037037
0,-3.6956956957
0,-3.68768768769
1,-3.67967967968
1,-3.67167167167
0,-3.66366366366
0,-3.65565565566
0,-3.64764764765
0,-3.63963963964
0,-3.63163163163
0,-3.62362362362
0,-3.61561561562
0,-3.60760760761
0,-3.5995995996
0,-3.59159159159
0,-3.58358358358
0,-3.57557557558
0,-3.56756756757
0,-3.55955955956
0,-3.55155155155
0,-3.54354354354
0,-3.53553553554
0,-3.52752752753
0,-3.51951951952
0,-3.51151151151
0,-3.5035035035
0,-3.4954954955
1,-3.48748748749
0,-3.47947947948
0,-3.47147147147
0,-3.46346346346
0,-3.45545545546
0,-3.44744744745
0,-3.43943943944
0,-3.43143143143
0,-3.42342342342
0,-3.41541541542
1,-3.40740740741
0,-3.3993993994
0,-3.39139139139
0,-3.38338338338
0,-3.37537537538
0,-3.36736736737
0,-3.35935935936
0,-3.35135135135
0,-3.34334334334
0,-3.33533533534
0,-3.32732732733
0,-3.31931931932
0,-3.31131131131
0,-3.3033033033
0,-3.2952952953
0,-3.28728728729
0,-3.27927927928
0,-3.27127127127
0,-3.26326326326
0,-3.25525525526
0,-3.24724724725
1,-3.23923923924
0,-3.23123123123
0,-3.22322322322
0,-3.21521521522
0,-3.20720720721
0,-3.1991991992
0,-3.19119119119
0,-3.18318318318
0,-3.17517517518
0,-3.16716716717
0,-3.15915915916
0,-3.15115115115
0,-3.14314314314
0,-3.13513513514
0,-3.12712712713
0,-3.11911911912
0,-3.11111111111
0,-3.1031031031
0,-3.0950950951
1,-3.08708708709
0,-3.07907907908
0,-3.07107107107
0,-3.06306306306
0,-3.05505505506
0,-3.04704704705
0,-3.03903903904
0,-3.03103103103
0,-3.02302302302
0,-3.01501501502
0,-3.00700700701
0,-2.998998999
0,-2.99099099099
0,-2.98298298298
0,-2.97497497497
0,-2.96696696697
1,-2.95895895896
0,-2.95095095095
0,-2.94294294294
0,-2.93493493493
0,-2.92692692693
0,-2.91891891892
0,-2.91091091091
0,-2.9029029029
0,-2.89489489489
0,-2.88688688689
